,,,,,,UNIDAD DE EMPAQUE,,PESO POR UNIDAD,,MEDIDAS LATAM,,,MEDIDAS USA,,,,,,
14122013,PANEL WPC EBANO NEGRO (13),PANELES WPC Y ANGULOS,PANELES WPC INTERIOR,INTERIOR,$ 30.599,Caja / Box,10,3,"0,61",16,295,25,"6,30","9,68","0,984",https://drive.google.com/file/d/1l0qpMFvmkco_SdEGFur_4xJdMGJ3spLE/view?usp=drive_link,,,"Panel Wpc Ebano Negro (13). Producto de la categoría paneles wpc y angulos, subcategoría wpc interior, desarrollado para aplicaciones arquitectónicas y de diseño interior. Fabricado con materiales de alto desempeño que garantizan estabilidad, resistencia y durabilidad. Permite una instalación eficiente y un acabado uniforme, ideal para proyectos residenciales, comerciales y corporativos. Especificaciones técnicas: dimensiones de 16 x 295 cm, espesor de 25.0 mm."
14122014,PANEL WPC CARRARA NEGRO (14),PANELES WPC Y ANGULOS,PANELES WPC INTERIOR,INTERIOR,$ 30.599,Caja / Box,10,3,"0,61",16,295,25,"6,30","9,68","0,984",https://drive.google.com/file/d/1W5pokBoTR8UhK-dUnQByEi_ZIbcQcCiI/view?usp=drive_link,,,"Panel Wpc Carrara Negro (14). Producto de la categoría paneles wpc y angulos, subcategoría wpc interior, desarrollado para aplicaciones arquitectónicas y de diseño interior. Fabricado con materiales de alto desempeño que garantizan estabilidad, resistencia y durabilidad. Permite una instalación eficiente y un acabado uniforme, ideal para proyectos residenciales, comerciales y corporativos. Especificaciones técnicas: dimensiones de 16 x 295 cm, espesor de 25.0 mm."
14122016,PANEL WPC MARFIL (16),PANELES WPC Y ANGULOS,PANELES WPC INTERIOR,INTERIOR,$ 30.599,Caja / Box,10,3,"0,61",16,295,25,"6,30","9,68","0,984",https://drive.google.com/file/d/1ZMrcvmoLDGIC_SEMd00XTbPDsIvxYYzu/view?usp=drive_link,,,"Panel Wpc Marfil (16). Producto de la categoría paneles wpc y angulos, subcategoría wpc interior, desarrollado para aplicaciones arquitectónicas y de diseño interior. Fabricado con materiales de alto desempeño que garantizan estabilidad, resistencia y durabilidad. Permite una instalación eficiente y un acabado uniforme, ideal para proyectos residenciales, comerciales y corporativos. Especificaciones técnicas: dimensiones de 16 x 295 cm, espesor de 25.0 mm."
14122017,PANEL WPC CALIZA GRIS (17),PANELES WPC Y ANGULOS,PANELES WPC INTERIOR,INTERIOR,$ 30.599,Caja / Box,10,3,"0,61",16,295,25,"6,30","9,68","0,984",https://drive.google.com/file/d/1KwjF77RBbaief1orfrA_GTFbaT8cHYAK/view?usp=drive_link,,,"Panel Wpc Caliza Gris (17). Producto de la categoría paneles wpc y angulos, subcategoría wpc interior, desarrollado para aplicaciones arquitectónicas y de diseño interior. Fabricado con materiales de alto desempeño que garantizan estabilidad, resistencia y durabilidad. Permite una instalación eficiente y un acabado uniforme, ideal para proyectos residenciales, comerciales y corporativos. Especificaciones técnicas: dimensiones de 16 x 295 cm, espesor de 25.0 mm."
14122018,PANEL WPC COCOA FUSION (18),PANELES WPC Y ANGULOS,PANELES WPC INTERIOR,INTERIOR,$ 30.599,Caja / Box,10,3,"0,61",16,295,25,"6,30","9,68","0,984",https://drive.google.com/file/d/1mXMe9JOaj1iv4CGUgoLSPBA4ytFO2C6O/view?usp=drive_link,,,"Panel Wpc Cocoa Fusion (18). Producto de la categoría paneles wpc y angulos, subcategoría wpc interior, desarrollado para aplicaciones arquitectónicas y de diseño interior. Fabricado con materiales de alto desempeño que garantizan estabilidad, resistencia y durabilidad. Permite una instalación eficiente y un acabado uniforme, ideal para proyectos residenciales, comerciales y corporativos. Especificaciones técnicas: dimensiones de 16 x 295 cm, espesor de 25.0 mm."
14122019,PANEL WPC CHOCO MIX (19),PANELES WPC Y ANGULOS,PANELES WPC INTERIOR,INTERIOR,$ 30.599,Caja / Box,10,3,"0,61",16,295,25,"6,30","9,68","0,984",https://drive.google.com/file/d/1gMHpk0Ny7bqVG9xfI2s85Ua7dEiTcE_O/view?usp=drive_link,,,"Panel Wpc Choco Mix (19). Producto de la categoría paneles wpc y angulos, subcategoría wpc interior, desarrollado para aplicaciones arquitectónicas y de diseño interior. Fabricado con materiales de alto desempeño que garantizan estabilidad, resistencia y durabilidad. Permite una instalación eficiente y un acabado uniforme, ideal para proyectos residenciales, comerciales y corporativos. Especificaciones técnicas: dimensiones de 16 x 295 cm, espesor de 25.0 mm."
14122020,PANEL WPC OLIVO MIX (20),PANELES WPC Y ANGULOS,PANELES WPC INTERIOR,INTERIOR,$ 30.599,Caja / Box,10,3,"0,61",16,295,25,"6,30","9,68","0,984",https://drive.google.com/file/d/1sZ9T_6DSrH-xuRJiHcTXx606p72-kJYC/view?usp=drive_link,,,"Panel Wpc Olivo Mix (20). Producto de la categoría paneles wpc y angulos, subcategoría wpc interior, desarrollado para aplicaciones arquitectónicas y de diseño interior. Fabricado con materiales de alto desempeño que garantizan estabilidad, resistencia y durabilidad. Permite una instalación eficiente y un acabado uniforme, ideal para proyectos residenciales, comerciales y corporativos. Especificaciones técnicas: dimensiones de 16 x 295 cm, espesor de 25.0 mm."
14122021,PANEL WPC MAPLE MIX (21),PANELES WPC Y ANGULOS,PANELES WPC INTERIOR,INTERIOR,$ 30.599,Caja / Box,10,3,"0,61",16,295,25,"6,30","9,68","0,984",https://drive.google.com/file/d/1-3CF_wWMXtgkgyETlScqCJFfDYZOU24A/view?usp=drive_link,,,"Panel Wpc Maple Mix (21). Producto de la categoría paneles wpc y angulos, subcategoría wpc interior, desarrollado para aplicaciones arquitectónicas y de diseño interior. Fabricado con materiales de alto desempeño que garantizan estabilidad, resistencia y durabilidad. Permite una instalación eficiente y un acabado uniforme, ideal para proyectos residenciales, comerciales y corporativos. Especificaciones técnicas: dimensiones de 16 x 295 cm, espesor de 25.0 mm."
14122022,PANEL WPC GRECIA MIX (22),PANELES WPC Y ANGULOS,PANELES WPC INTERIOR,INTERIOR,$ 30.599,Caja / Box,10,3,"0,61",16,295,25,"6,30","9,68","0,984",https://drive.google.com/file/d/1SfZwX-VWFFSdT4dowCDMX3E7UiMcT-sB/view?usp=drive_link,,,"Panel Wpc Grecia Mix (22). Producto de la categoría paneles wpc y angulos, subcategoría wpc interior, desarrollado para aplicaciones arquitectónicas y de diseño interior. Fabricado con materiales de alto desempeño que garantizan estabilidad, resistencia y durabilidad. Permite una instalación eficiente y un acabado uniforme, ideal para proyectos residenciales, comerciales y corporativos. Especificaciones técnicas: dimensiones de 16 x 295 cm, espesor de 25.0 mm."
14122023,PANEL WPC NEGRO MATE (23),PANELES WPC Y ANGULOS,PANELES WPC INTERIOR,INTERIOR,$ 30.599,Caja / Box,10,3,"0,61",16,295,25,"6,30","9,68","0,984",https://drive.google.com/file/d/1uGkCf_X1pWjVZkw8HyAZp8G1Z7VdWYfS/view?usp=drive_link,,,"Panel Wpc Negro Mate (23). Producto de la categoría paneles wpc y angulos, subcategoría wpc interior, desarrollado para aplicaciones arquitectónicas y de diseño interior. Fabricado con materiales de alto desempeño que garantizan estabilidad, resistencia y durabilidad. Permite una instalación eficiente y un acabado uniforme, ideal para proyectos residenciales, comerciales y corporativos. Especificaciones técnicas: dimensiones de 16 x 295 cm, espesor de 25.0 mm."
14122024,PANEL WPC CREMA SELECTA NEW (24),PANELES WPC Y ANGULOS,PANELES WPC INTERIOR,INTERIOR,$ 30.599,Caja / Box,10,3,"0,61",16,295,25,"6,30","9,68","0,984",https://drive.google.com/file/d/1jVcSA2VZ25W-lpY-iYvvsY12IiMxCl1P/view?usp=drive_link,,,"Panel Wpc Crema Selecta New (24). Producto de la categoría paneles wpc y angulos, subcategoría wpc interior, desarrollado para aplicaciones arquitectónicas y de diseño interior. Fabricado con materiales de alto desempeño que garantizan estabilidad, resistencia y durabilidad. Permite una instalación eficiente y un acabado uniforme, ideal para proyectos residenciales, comerciales y corporativos. Especificaciones técnicas: dimensiones de 16 x 295 cm, espesor de 25.0 mm."
14122025,PANEL WPC AZUL CELESTE NEW (25),PANELES WPC Y ANGULOS,PANELES WPC INTERIOR,INTERIOR,$ 30.599,Caja / Box,10,3,"0,61",16,295,25,"6,30","9,68","0,984",https://drive.google.com/file/d/1HVjsRR7OoYXSTcj-oF2rH0cWU37SGNWQ/view?usp=drive_link,,,"Panel Wpc Azul Celeste New (25). Producto de la categoría paneles wpc y angulos, subcategoría wpc interior, desarrollado para aplicaciones arquitectónicas y de diseño interior. Fabricado con materiales de alto desempeño que garantizan estabilidad, resistencia y durabilidad. Permite una instalación eficiente y un acabado uniforme, ideal para proyectos residenciales, comerciales y corporativos. Especificaciones técnicas: dimensiones de 16 x 295 cm, espesor de 25.0 mm."
14122026,PANEL WPC VERDE MENTA NEW (26),PANELES WPC Y ANGULOS,PANELES WPC INTERIOR,INTERIOR,$ 30.599,Caja / Box,10,3,"0,61",16,295,25,"6,30","9,68","0,984",https://drive.google.com/file/d/1uJ1SWx7mO_oOyYjUYJdlNO1VNyDKosMg/view?usp=drive_link,,,"Panel Wpc Verde Menta New (26). Producto de la categoría paneles wpc y angulos, subcategoría wpc interior, desarrollado para aplicaciones arquitectónicas y de diseño interior. Fabricado con materiales de alto desempeño que garantizan estabilidad, resistencia y durabilidad. Permite una instalación eficiente y un acabado uniforme, ideal para proyectos residenciales, comerciales y corporativos. Especificaciones técnicas: dimensiones de 16 x 295 cm, espesor de 25.0 mm."
14122027,PANEL WPC BLANCO IMPERIAL (27),PANELES WPC Y ANGULOS,PANELES WPC INTERIOR,INTERIOR,$ 30.599,Caja / Box,10,3,"0,61",16,295,25,"6,30","9,68","0,984",https://drive.google.com/file/d/1g0x66ElX-1Eo4X2VaOsxptFpm8vKX-TZ/view?usp=drive_link,,,"Panel Wpc Blanco Imperial (27). Producto de la categoría paneles wpc y angulos, subcategoría wpc interior, desarrollado para aplicaciones arquitectónicas y de diseño interior. Fabricado con materiales de alto desempeño que garantizan estabilidad, resistencia y durabilidad. Permite una instalación eficiente y un acabado uniforme, ideal para proyectos residenciales, comerciales y corporativos. Especificaciones técnicas: dimensiones de 16 x 295 cm, espesor de 25.0 mm."
14122028,PANEL WPC MANDARINA NEW (28),PANELES WPC Y ANGULOS,PANELES WPC INTERIOR,INTERIOR,$ 30.599,Caja / Box,10,3,"0,61",16,295,25,"6,30","9,68","0,984",https://drive.google.com/file/d/1Su51WjSZ9ii_uh8ZsbrdVCUUAModQDUZ/view?usp=drive_link,,,"Panel Wpc Mandarina New (28). Producto de la categoría paneles wpc y angulos, subcategoría wpc interior, desarrollado para aplicaciones arquitectónicas y de diseño interior. Fabricado con materiales de alto desempeño que garantizan estabilidad, resistencia y durabilidad. Permite una instalación eficiente y un acabado uniforme, ideal para proyectos residenciales, comerciales y corporativos. Especificaciones técnicas: dimensiones de 16 x 295 cm, espesor de 25.0 mm."
14122029,PANEL WPC NEGRO IMPERIAL (29),PANELES WPC Y ANGULOS,PANELES WPC INTERIOR,INTERIOR,$ 30.599,Caja / Box,10,3,"0,61",16,295,25,"6,30","9,68","0,984",https://drive.google.com/file/d/1wl3i2CAxtxTqwEzxGBQ92Y0SazbZM5ks/view?usp=drive_link,,,"Panel Wpc Negro Imperial (29). Producto de la categoría paneles wpc y angulos, subcategoría wpc interior, desarrollado para aplicaciones arquitectónicas y de diseño interior. Fabricado con materiales de alto desempeño que garantizan estabilidad, resistencia y durabilidad. Permite una instalación eficiente y un acabado uniforme, ideal para proyectos residenciales, comerciales y corporativos. Especificaciones técnicas: dimensiones de 16 x 295 cm, espesor de 25.0 mm."
14122606,PARED WPC-BR 503,PANELES WPC Y ANGULOS,PANELES WPC INTERIOR,INTERIOR,$ 30.599,Caja / Box,10,3,"0,61",16,280,25,"6,299","9,186","0,984",,,,"Pared Wpc-Br 503. Producto de la categoría paneles wpc y angulos, subcategoría wpc interior, desarrollado para aplicaciones arquitectónicas y de diseño interior. Fabricado con materiales de alto desempeño que garantizan estabilidad, resistencia y durabilidad. Permite una instalación eficiente y un acabado uniforme, ideal para proyectos residenciales, comerciales y corporativos. Especificaciones técnicas: dimensiones de 16 x 280 cm, espesor de 25.0 mm."
14122607,PARED WPC WH510,PANELES WPC Y ANGULOS,PANELES WPC INTERIOR,INTERIOR,$ 30.599,Caja / Box,10,3,"0,61",16,280,25,"6,299","9,186","0,984",,,,"Pared Wpc Wh510. Producto de la categoría paneles wpc y angulos, subcategoría wpc interior, desarrollado para aplicaciones arquitectónicas y de diseño interior. Fabricado con materiales de alto desempeño que garantizan estabilidad, resistencia y durabilidad. Permite una instalación eficiente y un acabado uniforme, ideal para proyectos residenciales, comerciales y corporativos. Especificaciones técnicas: dimensiones de 16 x 280 cm, espesor de 25.0 mm."
14122609,PANEL WPC FRESNO (JUDY 05),PANELES WPC Y ANGULOS,PANELES WPC INTERIOR,INTERIOR,$ 30.599,Caja / Box,10,3,"0,61",16,295,25,"6,30","9,68","0,984",https://drive.google.com/file/d/17mueX6gfy994mTrdof69yNSujEqAGWIs/view?usp=drive_link,,,"Panel Wpc Fresno (Judy 05). Producto de la categoría paneles wpc y angulos, subcategoría wpc interior, desarrollado para aplicaciones arquitectónicas y de diseño interior. Fabricado con materiales de alto desempeño que garantizan estabilidad, resistencia y durabilidad. Permite una instalación eficiente y un acabado uniforme, ideal para proyectos residenciales, comerciales y corporativos. Especificaciones técnicas: dimensiones de 16 x 295 cm, espesor de 25.0 mm."
14122611,PANEL WPC NOGAL (JUDY 10),PANELES WPC Y ANGULOS,PANELES WPC INTERIOR,INTERIOR,$ 30.599,Caja / Box,10,3,"0,61",16,295,25,"6,30","9,68","0,984",https://drive.google.com/file/d/1-XlGHe44UcdJ8HtoP26_F5K3dDB4Ta8A/view?usp=drive_link,,,"Panel Wpc Nogal (Judy 10). Producto de la categoría paneles wpc y angulos, subcategoría wpc interior, desarrollado para aplicaciones arquitectónicas y de diseño interior. Fabricado con materiales de alto desempeño que garantizan estabilidad, resistencia y durabilidad. Permite una instalación eficiente y un acabado uniforme, ideal para proyectos residenciales, comerciales y corporativos. Especificaciones técnicas: dimensiones de 16 x 295 cm, espesor de 25.0 mm."
14123102,PANEL WPC NEGRO MATE PH02-N,PANELES WPC Y ANGULOS,PANELES WPC INTERIOR,INTERIOR,$ 30.599,Unidad / Unit,10,3,"0,61",16,295,25,"6,299","9,678","0,984",,,,"Panel Wpc Negro Mate Ph02-N. Producto de la categoría paneles wpc y angulos, subcategoría wpc interior, desarrollado para aplicaciones arquitectónicas y de diseño interior. Fabricado con materiales de alto desempeño que garantizan estabilidad, resistencia y durabilidad. Permite una instalación eficiente y un acabado uniforme, ideal para proyectos residenciales, comerciales y corporativos. Especificaciones técnicas: dimensiones de 16 x 295 cm, espesor de 25.0 mm."
14123104,PANEL WPC LAUREL NATURAL PH04-N,PANELES WPC Y ANGULOS,PANELES WPC INTERIOR,INTERIOR,$ 30.599,Unidad / Unit,10,3,"0,61",16,295,25,"6,299","9,678","0,984",,,,"Panel Wpc Laurel Natural Ph04-N. Producto de la categoría paneles wpc y angulos, subcategoría wpc interior, desarrollado para aplicaciones arquitectónicas y de diseño interior. Fabricado con materiales de alto desempeño que garantizan estabilidad, resistencia y durabilidad. Permite una instalación eficiente y un acabado uniforme, ideal para proyectos residenciales, comerciales y corporativos. Especificaciones técnicas: dimensiones de 16 x 295 cm, espesor de 25.0 mm."
14123105,PANEL WPC PARKET CEDRO PH05-N,PANELES WPC Y ANGULOS,PANELES WPC INTERIOR,INTERIOR,$ 30.599,Unidad / Unit,10,3,"0,61",16,295,25,"6,299","9,678","0,984",,,,"Panel Wpc Parket Cedro Ph05-N. Producto de la categoría paneles wpc y angulos, subcategoría wpc interior, desarrollado para aplicaciones arquitectónicas y de diseño interior. Fabricado con materiales de alto desempeño que garantizan estabilidad, resistencia y durabilidad. Permite una instalación eficiente y un acabado uniforme, ideal para proyectos residenciales, comerciales y corporativos. Especificaciones técnicas: dimensiones de 16 x 295 cm, espesor de 25.0 mm."
14123112,PANEL WPC NEGRO VINTAGE PH-12N,PANELES WPC Y ANGULOS,PANELES WPC INTERIOR,INTERIOR,$ 30.599,Unidad / Unit,10,3,"0,61",16,295,25,"6,299","9,678","0,984",,,,"Panel Wpc Negro Vintage Ph-12N . Producto de la categoría paneles wpc y angulos, subcategoría wpc interior, desarrollado para aplicaciones arquitectónicas y de diseño interior. Fabricado con materiales de alto desempeño que garantizan estabilidad, resistencia y durabilidad. Permite una instalación eficiente y un acabado uniforme, ideal para proyectos residenciales, comerciales y corporativos. Especificaciones técnicas: dimensiones de 16 x 295 cm, espesor de 25.0 mm."
14123113,PANEL WPC PINO CLARO PH13-N,PANELES WPC Y ANGULOS,PANELES WPC INTERIOR,INTERIOR,$ 30.599,Unidad / Unit,10,3,"0,61",16,295,25,"6,299","9,678","0,984",,,,"Panel Wpc Pino Claro Ph13-N. Producto de la categoría paneles wpc y angulos, subcategoría wpc interior, desarrollado para aplicaciones arquitectónicas y de diseño interior. Fabricado con materiales de alto desempeño que garantizan estabilidad, resistencia y durabilidad. Permite una instalación eficiente y un acabado uniforme, ideal para proyectos residenciales, comerciales y corporativos. Especificaciones técnicas: dimensiones de 16 x 295 cm, espesor de 25.0 mm."
14123114,PANEL WPC MADERA RIOJA PH14-N,PANELES WPC Y ANGULOS,PANELES WPC INTERIOR,INTERIOR,$ 30.599,Unidad / Unit,10,3,"0,61",16,295,25,"6,299","9,678","0,984",,,,"Panel Wpc Madera Rioja Ph14-N. Producto de la categoría paneles wpc y angulos, subcategoría wpc interior, desarrollado para aplicaciones arquitectónicas y de diseño interior. Fabricado con materiales de alto desempeño que garantizan estabilidad, resistencia y durabilidad. Permite una instalación eficiente y un acabado uniforme, ideal para proyectos residenciales, comerciales y corporativos. Especificaciones técnicas: dimensiones de 16 x 295 cm, espesor de 25.0 mm."
